text,sentiment
Star trek was SOOOOO AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Spock and Kirk were hillarious!!!  Im seeing it again. sooon.,positive
 now Eating and meeting at the same time sigh well well I want to start work out too but will have to wait move to my new house,neutral
 awlll mann  we should meet up this summa or something!,neutral
" unfortunetly no  I wish, I mean sometimes like twice a yr they`ll have a party, but not always",negative
"another week, another org change discussion....",neutral
"i love this girl  ,she rocks!",positive
i`m so happy i aced my final!,positive
i want to cry,negative
Going to third,neutral
" me too, it sucks",negative
I don`t remember what i text to twitter to get a list of commands  halp,neutral
is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12,neutral
i wanna good breakfast with   school is wiggity whack!,positive
"_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?",negative
I should be DJing my prom! I`d do it for free...there prob gonna have a dj who`s stuck in the 80`s  boooooo,neutral
cleaning time,neutral
good morning. today is my last day of 'freedom'. back to work tomorrow. i`m sorta stoked-not stoked. but well.,neutral
Happy Mothers Day Mommy!!! I love you && your the best...,positive
X-Men:Wolverine was hot! I say go watch it,positive
" You lucky girl! I also wanna see them (again LOL) I wish they`d come to europe again, but I doubt that",neutral
EVERYONE KEEP CHECKING DEMISTYLESOURCE.COM....NEW UPDATE COMING SOON!,neutral
 What are you reading?,neutral
"Im going to go to bed again, ear (both) infection, I am completely dizzy, yyyyuck! My stomach is hurting too  Peace-out loves",negative
just been in the garden but i was being attacked by bugs so i came inside,neutral
Still sick at home,negative
i`m staying up to watch it,neutral
May the 4th be with you    Happy Star Wars Day !!!,positive
I hate not bringing my ipod to school,negative
_E LOL yeah I had a few slices of cheddar cheese b4 sleeping.,negative
"I did the dishes and I`m now on a train to Newcastle. Have to leave #nontweetinggirlfriend behind for 2 weeks, which is always a bit sad",negative
" Wow, congrats Rosemary",positive
 that was pretty lame babe,negative
feels like spammers season .....is called summer season,neutral
holy smokes! star trek was freaking awesomeeeee,positive
" just got in, gonna go upto bed in a sec, not drunk! I`m disgusted with myself  haha",negative
 nice to have you back,positive
 i havent laid my verse yet...,neutral
"Yo! Its moms day today, so do it big for mom dukes  and behave!",positive
"_dog Lucky you! it`s drizzling again. Mommy says the puddles are big enough 4 me to swim in, so no dog park today..",positive
" Not a problem. I loved that idea, and of course the photos were just perfect!",positive
"so disappointed with human kind   'What`s wrong with the world?'  I have five girls in the garden, innocently enjoying the good weather...",neutral
 ten update away from 2000 whooo hoooo budden!,positive
missed my friggin hair appt!!!,negative
I miss you,negative
 Dude you are awesome,positive
 Aww I feel bad for the lil ****. He look like he know what`s coming,negative
I truly praise God for my mom-the greatest mother in the world  Happy mother`s day to all of the mothers reading this. Enjoy your day!,positive
Trying to stay awake  Anyone have any tips how to keep yourself awake ?,neutral
 wow that was easy! Thank you,positive
"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the documentation is not yet complete",negative
ninja sushi for lunch but dominicks was out of sour gummy worms,neutral
Good morning!!! Who wants breakfast??,positive
Just gave my mommy her Mother`s Day present...a purple ipod  http://twitpic.com/4wcpt,positive
goodnight!,neutral
 STEPHEN KING FO SHO,neutral
watching a gossip girl,neutral
"I`m going through withdrawls,  missing someone!!!!",negative
" Hai there, who are you?",neutral
 Gourmet pizza = BLEH. Pizza is SUPPOSED to be greasy and filthy. You can`t eat pizza that`s been prepared by a chef.,negative
fresh prince and sleepy sleeps my nightly routine  gotta go to Dmv early tmrw,neutral
"lol simpsons S20E19: 'first day at your new school, so lisa: have fun!   and bart:  DON`T!'",positive
" sunny, I`m a workin` on it. It`s very much in progress! Will let you know when it`s up",neutral
it doesn`t feel like a friday,neutral
" errr ok, most people have their espressos in the morning, ice latte at noon and warm latte in the evening!",neutral
Lula is not feeling well.  http://tinyurl.com/m8kcsq,negative
GOODNIGHT MAGIC AND PRETTY WORLD,positive
 that David -- nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home.,neutral
 That would be SOOOOOO much and Geeky to the ultimate LEVEL! But I work 9 to 530am,positive
heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP >.<,negative
 you can vote once per day per computer,neutral
 im home alone in the house and imma scared  x,negative
" i`m still awake, coulnd`t go back to sleep",neutral
I want to watch the movie 'Up' but no one wants to watch it with me,negative
Room is so empty,neutral
_another_1 I love that we just get a little peek of your dimple,positive
Oh MAN !! I was going to connect my old school Nintendo to play mario games. And is not in the bag I gotta search for it.,negative
 who cares its hockey,negative
had a great night with friends,positive
 I missed out on carrot cake last night.  Hope you had fun .,neutral
 I have tried. He doesn`t want to listen. I don`t know what to do anymore. I just feel like HE doesn`t care anymore,negative
 And I thank you.,positive
"Assfuck, 'I`m sorry' roll. Okay I gave in.  I`m such a sucker.  http://twitpic.com/677xt",negative
gonna walk around for an hour now :I but I`m totally motivated! Wahahaha,positive
Oh yeaah.  we`ll still be bffs  aha _marie.,positive
_c ive sorted it now operating system and all apps are on a seperate 60gb drive,positive
"_Meir ohhhh ouch dude, I got it now I was drunk last night and didn`t get the context. Sorry dude.",negative
Happy morning to everyone!,positive
is walking to tesco with rhiannon and hannah to hide all evidence of lastnight,neutral
_cowan oh cool!  I`m gonna crash and sleep. I have been like 40 some hours working lol,neutral
" Thanks Anita, I am looking for hosting, I will look at them too",positive
"YESSS, FLASH IS BEING **** TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......",negative
LOL watching Big Bang Theory latest episode,neutral
migraine and leg pain and woe ): should go to bed but it is 2 flights of stairs away. Happy mother`s day,neutral
its Monday and all is good,positive
Josh just called me a big bucket of ugly  wish me luck for my audition tweets!,neutral
 I`m So Mad I Wont Be There!!!!!!!!! UGHHH!!!,negative
 You`re gonna wear pink outfits??? I assume she bought it for you,neutral
Good Morning...hoping to throw back some coffee like right now!,neutral
" oh and yes (Y) metros, but I dont think I will be drinking, I think I mite have work the nextday",neutral
 I know. But the second problem being: he doesn`t REALLY exist still applies. Shame,negative
 that`s a good attitude,positive
waching gray`s antomy,neutral
i`m listening butterfly fly away  daddy i lov u mamma i lov ya,positive
 what`s follow Friday?? Lol.,neutral
Time is going slow,negative
I wish my grandmother had taken me to the US with her,positive
 samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho ****,neutral
night nurse!! :S,neutral
I am sitting at work watching the clock.  It isn`t moving fast enough.,negative
watching merlin omg he is cute,positive
" WOW never seen him before , he`s bloody awesome , I think bcoz George won last year however could be bad for him  x",neutral
  Darnit.  See what happens when I avoid teh interwebs for work.,neutral
"oops just unfollowed everyone!  anywayz, will build my Twitter Empire.... again....",negative
*PEN JAM CLEARED* CLICK!,neutral
Awake at 4am..  can`t sleep,negative
_mills  better than a spider or some type if Australian wildlife one would imagine,positive
MY first pos,neutral
http://twitpic.com/67x7n - MISS THEM ALREADY,negative
 i look forward to that. if u ever write 5 Things a Misanthrope Must Do to be at Peace w Humanity i`m up for that as well,positive
Hm. Have you ever realized how incredibly over-rated Tokio Hotel is becoming? It makes me sad.,negative
Having horrible nightmares not gonna go back to sleep,negative
watching 'Knowing' and lovin it,positive
 http://twitpic.com/4fzo7 - you both have so beatiful eyes  i wanna have them,positive
 I think I`ve been killed judging bt my energy after attacking just to see what happened  #spymaster,negative
" they are, aren`t they.",neutral
 Ready! Its raining in Miami though  Go Cavs right?,neutral
 Goodnight lolsz,positive
This cigarette is so relaxing,positive
Happy Mommy`s Dad Mommy  watching the football  Yay The Eagles Are WINNINGGGGG  they better keep it up *sigh!,positive
"okay, got the card, but my phone is **** up at the moment.  please use email to reach me, sorry",negative
  I should be doing history.....,neutral
 u drink mor than all th #g1freaks put togetha!,neutral
 He says he feels mama tucking him in at night  He`s lonely but getting by. Tomorrow will be tough!,negative
" Sorry your day was so bad   Gettin the drink on, good plan!",neutral
 I think that`s cutting off the URL so the pic doesn`t turn up.   #mishaneedschapstick,neutral
_s make me tea pleaseeeeeeeeeee,neutral
just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad,negative
